Context,Class,Termination,EdgeShape,Length,CortexPerc,Thickness,Width,CortexLoc,ScarNumber,Profile,CrossSection,PlatformType,DorsalPattern
AMB II,Flake,Feathered,Other,43.17,25-75%,7.53,57.69,Lateral/Distal,2,Irregular,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Irregular,19.98,25-75%,4.62,26.93,Lateral,2,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Biconvex,47.77,25-75%,18.84,31.51,Lateral,2,Straight,Triangular,Plain,Unidirectional
VB A,Flake,Feathered,Convergent,14.72,25-75%,5.69,12.11,Lateral,2,Straight,Triangular,Crushed,Unidirectional
AMB II,Flake,Feathered,Irregular,39.54,25-75%,3.52,38.07,Lateral,2,Curved,Triangular,Cortical,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Other,25.61,25-75%,4.05,30.27,Lateral,2,Curved,Triangular,Cortical,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Biconvex,21.02,25-75%,4.75,16.85,Lateral,2,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,30.13,25-75%,6.28,26.81,Lateral,2,Curved,Triangular,Crushed,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Parallel,29.89,25-75%,9.46,23.96,Lateral,2,Straight,Triangular,Cortical,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Circular,29.1,25-75%,6.35,23.68,Lateral,2,Straight,Triangular,Cortical,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Irregular,16.61,25-75%,7.83,16.4,Distal,2,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Other,22.27,25-75%,6.04,27.79,Distal,2,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Other,15.89,25-75%,2.85,23.5,Distal,2,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,32.36,25-75%,9.02,22.71,Proximal,2,Curved,Trapezoidal,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Divergent,17.02,25-75%,7.22,17.96,Proximal,2,Straight,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Irregular,17.21,25-75%,9.13,26.93,Mesial,2,Straight,Irregular,Faceted,Unidirectional
VB B,Flake,Feathered,Parallel,33.48,25-75%,5.53,28.24,Lateral/Proximal,2,Twisted,Irregular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,23.98,25-75%,5.03,17.68,Lateral/Proximal,2,Curved,Irregular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Circular,20.14,25-75%,2.91,23.93,Lateral/Proximal,2,Straight,Trapezoidal,Cortical,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Irregular,37.85,25-75%,6.05,25.42,Lateral/Proximal,2,Irregular,Irregular,Faceted,Unidirectional
VALM,Flake,Feathered,Biconvex,29.12,25-75%,3.52,14.82,Lateral/Mesial,2,Straight,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Biconvex,37.86,25-75%,6.84,27.56,Lateral/Mesial,2,Curved,Triangular,Other,Unidirectional
VB C,Flake,Feathered,Irregular,27.57,25-75%,8.66,30.52,Lateral/Distal,2,Curved,Irregular,Other,Unidirectional
VB B,Flake,Feathered,Divergent,53.91,25-75%,19.6,48.01,Lateral/Distal,2,Irregular,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,43.98,25-75%,15.3,32.33,Lateral/Distal,2,Irregular,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Convergent,38.7,25-75%,7.38,22.6,Lateral/Distal,2,Curved,Triangular,Dihedral,Unidirectional
VB B,Flake,Feathered,Irregular,37.65,25-75%,9.13,25.13,Lateral/Distal,2,Straight,Irregular,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,21.45,25-75%,6.68,20.69,Lateral/Distal,2,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,17.23,25-75%,7.71,15.9,Lateral/Distal,2,Irregular,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,15.29,25-75%,1.81,14.3,Lateral/Distal,2,Straight,Lenticular,Linear,Unidirectional
AMB VI,Flake,Feathered,Biconvex,41.96,25-75%,11.94,21.46,Lateral/Distal,2,Straight,Triangular,Cortical,Unidirectional
AMB VI,Flake,Feathered,Divergent,28.2,25-75%,6.82,21.84,Lateral/Distal,2,Straight,Trapezoidal,Cortical,Unidirectional
AMB VI,Flake,Feathered,Biconvex,26.95,25-75%,5.89,17.63,Lateral/Distal,2,Curved,Triangular,Linear,Unidirectional
AMB IV,Flake,Feathered,Biconvex,44.38,25-75%,5.32,27.84,Lateral/Distal,2,Straight,Triangular,Crushed,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Irregular,31.96,25-75%,4.97,19.07,Lateral/Distal,2,Curved,Trapezoidal,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Divergent,29.82,25-75%,2.88,22.82,Lateral/Distal,2,Straight,Trapezoidal,Crushed,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Irregular,25.35,25-75%,4.62,33.3,Lateral/Distal,2,Twisted,Irregular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Pointed,Biconvex,24.24,25-75%,5.06,15.52,Lateral/Distal,2,Straight,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Irregular,19.72,25-75%,5.6,16.16,Lateral/Distal,2,Straight,Triangular,Dihedral,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Biconvex,35.8,25-75%,10.07,26.37,Lateral/Distal,2,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Divergent,29.7,25-75%,7.28,27.47,Lateral/Distal,2,Straight,Irregular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Parallel,25.04,25-75%,6.71,15.77,Lateral/Distal,2,Straight,Triangular,Faceted,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Divergent,22.5,25-75%,3.5,17.12,Lateral/Distal,2,Straight,Triangular,Crushed,Unidirectional
VALM,Flake,Feathered,Biconvex,40.73,25-75%,6.4,25.18,Lateral,2,Irregular,Trapezoidal,Faceted,Unidirectional
VALM,Flake,Feathered,Parallel,36.55,25-75%,7.13,18.7,Lateral,2,Straight,Triangular,Crushed,Unidirectional
VALM,Flake,Feathered,Irregular,68.61,25-75%,18.22,49.64,Lateral,2,Straight,Triangular,Cortical,Unidirectional
VALM,Flake,Feathered,Parallel,59.59,25-75%,20.45,42.22,Lateral,2,Irregular,Triangular,Cortical,Unidirectional
VALM,Flake,Feathered,Biconvex,28.63,25-75%,8.58,20.43,Lateral,2,Irregular,Triangular,Plain,Unidirectional
VALM,Flake,Feathered,Divergent,22.7,25-75%,7.27,18.54,Lateral,2,Straight,Triangular,Cortical,Unidirectional
VALM,Flake,Feathered,Irregular,20.86,25-75%,5.5,32.09,Lateral,2,Irregular,Irregular,Cortical,Unidirectional
VB C,Flake,Feathered,Biconvex,70.07,25-75%,11.83,50.58,Lateral,2,Straight,Trapezoidal,Crushed,Unidirectional
VB C,Flake,Feathered,Divergent,23.18,25-75%,3.5,13.06,Lateral,2,Curved,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Irregular,16.51,25-75%,2.26,11.12,Lateral,2,Curved,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Other,16.42,25-75%,4.28,18.57,Lateral,2,Straight,Triangular,Plain,Unidirectional
VB C,Flake,Pointed,Divergent,12.86,25-75%,2.16,12.41,Lateral,2,Twisted,Trapezoidal,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,23.49,25-75%,8.4,22.18,Lateral,2,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Convergent,41.54,25-75%,11.2,37.85,Lateral,2,Irregular,Triangular,Cortical,Unidirectional
VB B,Flake,Feathered,Parallel,35.24,25-75%,13.56,27.51,Lateral,2,Straight,Trapezoidal,Cortical,Unidirectional
VB B,Flake,Feathered,Parallel,30.7,25-75%,8.58,22.69,Lateral,2,Straight,Trapezoidal,Plain,Unidirectional
VB B,Flake,Feathered,Convergent,26.96,25-75%,13.48,30.06,Lateral,2,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,26.88,25-75%,9.33,21.11,Lateral,2,Straight,Triangular,Cortical,Unidirectional
VB B,Flake,Pointed,Convergent,26.41,25-75%,7.83,16.97,Lateral,2,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,24.47,25-75%,8.7,35.26,Lateral,2,Twisted,Irregular,Plain,Unidirectional
VB B,Flake,Pointed,Convergent,22.91,25-75%,3.6,14.08,Lateral,2,Straight,Triangular,Cortical,Unidirectional
VB B,Flake,Feathered,Irregular,22.2,25-75%,7.17,22.29,Lateral,2,Straight,Irregular,Dihedral,Unidirectional
VB B,Flake,Feathered,Convergent,21.39,25-75%,10.95,42.87,Lateral,2,Straight,Irregular,Plain,Unidirectional
AMB VI,Flake,Hinged,Biconvex,32.36,25-75%,6.25,23.84,Lateral,2,Straight,Triangular,Dihedral,Unidirectional
AMB VI,Flake,Feathered,Biconvex,29.65,25-75%,5.41,21.07,Lateral,2,Irregular,Triangular,Other,Unidirectional
AMB VI,Flake,Feathered,Parallel,22.76,25-75%,3.8,14.29,Lateral,2,Straight,Triangular,Crushed,Unidirectional
AMB VI,Flake,Feathered,Convergent,21.51,25-75%,4.38,15.04,Lateral,2,Straight,Irregular,Plain,Unidirectional
